cohort,row_label,column_label,row_positives,column_positives,joint_positives,conditional_column_given_row
chapman_shaoxing,t wave abnormal,left axis deviation,1876,382,107,0.0570362473347548
chapman_shaoxing,t wave abnormal,nonspecific intraventricular conduction disorder,1876,235,68,0.03624733475479744
chapman_shaoxing,t wave abnormal,sinus rhythm,1876,1826,197,0.10501066098081023
chapman_shaoxing,t wave abnormal,premature atrial contraction / supraventricular premature beats,1876,258,76,0.04051172707889126
chapman_shaoxing,t wave abnormal,qwave abnormal,1876,235,114,0.060767590618336885
chapman_shaoxing,t wave abnormal,right axis deviation,1876,215,52,0.02771855010660981
chapman_shaoxing,t wave abnormal,sinus bradycardia,1876,3889,599,0.31929637526652455
chapman_shaoxing,t wave abnormal,sinus tachycardia,1876,1568,286,0.15245202558635396
chapman_shaoxing,t wave abnormal,t wave abnormal,1876,1876,1876,1.0
chapman_shaoxing,t wave abnormal,t wave inversion,1876,157,69,0.036780383795309166
chapman_shaoxing,t wave inversion,complete left bundle branch block / left bundle branch block,157,205,12,0.07643312101910828
chapman_shaoxing,t wave inversion,complete right bundle branch block / right bundle branch block,157,454,13,0.08280254777070063
chapman_shaoxing,t wave inversion,1st degree av block,157,247,5,0.03184713375796178
chapman_shaoxing,t wave inversion,left axis deviation,157,382,8,0.050955414012738856
chapman_shaoxing,t wave inversion,nonspecific intraventricular conduction disorder,157,235,12,0.07643312101910828
chapman_shaoxing,t wave inversion,sinus rhythm,157,1826,14,0.08917197452229299
chapman_shaoxing,t wave inversion,premature atrial contraction / supraventricular premature beats,157,258,8,0.050955414012738856
chapman_shaoxing,t wave inversion,qwave abnormal,157,235,23,0.1464968152866242
chapman_shaoxing,t wave inversion,right axis deviation,157,215,5,0.03184713375796178
chapman_shaoxing,t wave inversion,sinus bradycardia,157,3889,56,0.35668789808917195
chapman_shaoxing,t wave inversion,sinus tachycardia,157,1568,24,0.15286624203821655
chapman_shaoxing,t wave inversion,t wave abnormal,157,1876,69,0.4394904458598726
chapman_shaoxing,t wave inversion,t wave inversion,157,157,157,1.0
ningbo,complete left bundle branch block / left bundle branch block,complete left bundle branch block / left bundle branch block,248,248,248,1.0
ningbo,complete left bundle branch block / left bundle branch block,complete right bundle branch block / right bundle branch block,248,1291,0,0.0
ningbo,complete left bundle branch block / left bundle branch block,1st degree av block,248,893,15,0.06048387096774194
ningbo,complete left bundle branch block / left bundle branch block,left axis deviation,248,1163,57,0.22983870967741934
ningbo,complete left bundle branch block / left bundle branch block,nonspecific intraventricular conduction disorder,248,536,5,0.020161290322580645
ningbo,complete left bundle branch block / left bundle branch block,sinus rhythm,248,6299,23,0.09274193548387097
ningbo,complete left bundle branch block / left bundle branch block,premature atrial contraction / supraventricular premature beats,248,1063,18,0.07258064516129033
ningbo,complete left bundle branch block / left bundle branch block,qwave abnormal,248,828,4,0.016129032258064516
ningbo,complete left bundle branch block / left bundle branch block,right axis deviation,248,638,6,0.024193548387096774
ningbo,complete left bundle branch block / left bundle branch block,sinus bradycardia,248,12670,28,0.11290322580645161
ningbo,complete left bundle branch block / left bundle branch block,sinus tachycardia,248,5687,44,0.1774193548387097
ningbo,complete left bundle branch block / left bundle branch block,t wave abnormal,248,5167,15,0.06048387096774194
ningbo,complete left bundle branch block / left bundle branch block,t wave inversion,248,2720,2,0.008064516129032258
ningbo,complete right bundle branch block / right bundle branch block,complete left bundle branch block / left bundle branch block,1291,248,0,0.0
ningbo,complete right bundle branch block / right bundle branch block,complete right bundle branch block / right bundle branch block,1291,1291,1291,1.0
ningbo,complete right bundle branch block / right bundle branch block,1st degree av block,1291,893,80,0.061967467079783116
ningbo,complete right bundle branch block / right bundle branch block,left axis deviation,1291,1163,127,0.0983733539891557
ningbo,complete right bundle branch block / right bundle branch block,nonspecific intraventricular conduction disorder,1291,536,14,0.010844306738962044
ningbo,complete right bundle branch block / right bundle branch block,sinus rhythm,1291,6299,112,0.08675445391169635
ningbo,complete right bundle branch block / right bundle branch block,premature atrial contraction / supraventricular premature beats,1291,1063,58,0.044926413632842756
ningbo,complete right bundle branch block / right bundle branch block,qwave abnormal,1291,828,58,0.044926413632842756
ningbo,complete right bundle branch block / right bundle branch block,right axis deviation,1291,638,44,0.03408210689388071
ningbo,complete right bundle branch block / right bundle branch block,sinus bradycardia,1291,12670,355,0.2749806351665376
ningbo,complete right bundle branch block / right bundle branch block,sinus tachycardia,1291,5687,157,0.12161115414407436
ningbo,complete right bundle branch block / right bundle branch block,t wave abnormal,1291,5167,266,0.20604182804027885
ningbo,complete right bundle branch block / right bundle branch block,t wave inversion,1291,2720,161,0.12470952749806352
ningbo,1st degree av block,complete left bundle branch block / left bundle branch block,893,248,15,0.0167973124300112
ningbo,1st degree av block,complete right bundle branch block / right bundle branch block,893,1291,80,0.08958566629339305
ningbo,1st degree av block,1st degree av block,893,893,893,1.0
ningbo,1st degree av block,left axis deviation,893,1163,56,0.06270996640537514
ningbo,1st degree av block,nonspecific intraventricular conduction disorder,893,536,5,0.005599104143337066
ningbo,1st degree av block,sinus rhythm,893,6299,88,0.09854423292273236
ningbo,1st degree av block,premature atrial contraction / supraventricular premature beats,893,1063,77,0.08622620380739082
ningbo,1st degree av block,qwave abnormal,893,828,45,0.05039193729003359
ningbo,1st degree av block,right axis deviation,893,638,6,0.006718924972004479
ningbo,1st degree av block,sinus bradycardia,893,12670,595,0.6662933930571109
ningbo,1st degree av block,sinus tachycardia,893,5687,147,0.16461366181410975
ningbo,1st degree av block,t wave abnormal,893,5167,183,0.20492721164613661
ningbo,1st degree av block,t wave inversion,893,2720,117,0.13101903695408734
ningbo,left axis deviation,complete left bundle branch block / left bundle branch block,1163,248,57,0.049011177987962166
ningbo,left axis deviation,complete right bundle branch block / right bundle branch block,1163,1291,127,0.10920034393809114
ningbo,left axis deviation,1st degree av block,1163,893,56,0.04815133276010318
ningbo,left axis deviation,left axis deviation,1163,1163,1163,1.0
ningbo,left axis deviation,nonspecific intraventricular conduction disorder,1163,536,32,0.027515047291487533
ningbo,left axis deviation,sinus rhythm,1163,6299,108,0.09286328460877043
ningbo,left axis deviation,premature atrial contraction / supraventricular premature beats,1163,1063,58,0.04987102321582115
ningbo,left axis deviation,qwave abnormal,1163,828,91,0.07824591573516768
ningbo,left axis deviation,right axis deviation,1163,638,0,0.0
ningbo,left axis deviation,sinus bradycardia,1163,12670,372,0.31986242476354254
ningbo,left axis deviation,sinus tachycardia,1163,5687,177,0.15219260533104043
ningbo,left axis deviation,t wave abnormal,1163,5167,268,0.23043852106620807
ningbo,left axis deviation,t wave inversion,1163,2720,134,0.11521926053310404
ningbo,nonspecific intraventricular conduction disorder,complete left bundle branch block / left bundle branch block,536,248,5,0.009328358208955223
ningbo,nonspecific intraventricular conduction disorder,complete right bundle branch block / right bundle branch block,536,1291,14,0.026119402985074626
ningbo,nonspecific intraventricular conduction disorder,1st degree av block,536,893,5,0.009328358208955223
ningbo,nonspecific intraventricular conduction disorder,left axis deviation,536,1163,32,0.05970149253731343
ningbo,nonspecific intraventricular conduction disorder,nonspecific intraventricular conduction disorder,536,536,536,1.0
ningbo,nonspecific intraventricular conduction disorder,sinus rhythm,536,6299,10,0.018656716417910446
ningbo,nonspecific intraventricular conduction disorder,premature atrial contraction / supraventricular premature beats,536,1063,101,0.1884328358208955
ningbo,nonspecific intraventricular conduction disorder,qwave abnormal,536,828,16,0.029850746268656716
ningbo,nonspecific intraventricular conduction disorder,right axis deviation,536,638,18,0.033582089552238806
ningbo,nonspecific intraventricular conduction disorder,sinus bradycardia,536,12670,30,0.055970149253731345
ningbo,nonspecific intraventricular conduction disorder,sinus tachycardia,536,5687,63,0.11753731343283583
ningbo,nonspecific intraventricular conduction disorder,t wave abnormal,536,5167,138,0.2574626865671642
ningbo,nonspecific intraventricular conduction disorder,t wave inversion,536,2720,81,0.15111940298507462
ningbo,sinus rhythm,complete left bundle branch block / left bundle branch block,6299,248,23,0.0036513732338466424
ningbo,sinus rhythm,complete right bundle branch block / right bundle branch block,6299,1291,112,0.017780600095253216
ningbo,sinus rhythm,1st degree av block,6299,893,88,0.01397047150341324
ningbo,sinus rhythm,left axis deviation,6299,1163,108,0.017145578663279884
ningbo,sinus rhythm,nonspecific intraventricular conduction disorder,6299,536,10,0.0015875535799333227
ningbo,sinus rhythm,sinus rhythm,6299,6299,6299,1.0
ningbo,sinus rhythm,premature atrial contraction / supraventricular premature beats,6299,1063,115,0.01825686616923321
ningbo,sinus rhythm,qwave abnormal,6299,828,93,0.014764248293379901
ningbo,sinus rhythm,right axis deviation,6299,638,29,0.004603905381806636
ningbo,sinus rhythm,sinus bradycardia,6299,12670,6,0.0009525321479599936
ningbo,sinus rhythm,sinus tachycardia,6299,5687,0,0.0
ningbo,sinus rhythm,t wave abnormal,6299,5167,514,0.08160025400857279
ningbo,sinus rhythm,t wave inversion,6299,2720,254,0.0403238609303064
ningbo,premature atrial contraction / supraventricular premature beats,complete left bundle branch block / left bundle branch block,1063,248,18,0.016933207902163686
ningbo,premature atrial contraction / supraventricular premature beats,complete right bundle branch block / right bundle branch block,1063,1291,58,0.05456255879586077
ningbo,premature atrial contraction / supraventricular premature beats,1st degree av block,1063,893,77,0.07243650047036689
ningbo,premature atrial contraction / supraventricular premature beats,left axis deviation,1063,1163,58,0.05456255879586077
ningbo,premature atrial contraction / supraventricular premature beats,nonspecific intraventricular conduction disorder,1063,536,101,0.09501411100658513
ningbo,premature atrial contraction / supraventricular premature beats,sinus rhythm,1063,6299,115,0.10818438381937912
ningbo,premature atrial contraction / supraventricular premature beats,premature atrial contraction / supraventricular premature beats,1063,1063,1063,1.0
ningbo,premature atrial contraction / supraventricular premature beats,qwave abnormal,1063,828,42,0.03951081843838194
ningbo,premature atrial contraction / supraventricular premature beats,right axis deviation,1063,638,21,0.01975540921919097
ningbo,premature atrial contraction / supraventricular premature beats,sinus bradycardia,1063,12670,357,0.33584195672624645
ningbo,premature atrial contraction / supraventricular premature beats,sinus tachycardia,1063,5687,478,0.44967074317968014
ningbo,premature atrial contraction / supraventricular premature beats,t wave abnormal,1063,5167,268,0.2521166509877705
ningbo,premature atrial contraction / supraventricular premature beats,t wave inversion,1063,2720,146,0.13734713076199437
ningbo,qwave abnormal,complete left bundle branch block / left bundle branch block,828,248,4,0.004830917874396135
ningbo,qwave abnormal,complete right bundle branch block / right bundle branch block,828,1291,58,0.07004830917874397
ningbo,qwave abnormal,1st degree av block,828,893,45,0.05434782608695652
ningbo,qwave abnormal,left axis deviation,828,1163,91,0.10990338164251208
ningbo,qwave abnormal,nonspecific intraventricular conduction disorder,828,536,16,0.01932367149758454
ningbo,qwave abnormal,sinus rhythm,828,6299,93,0.11231884057971014
ningbo,qwave abnormal,premature atrial contraction / supraventricular premature beats,828,1063,42,0.050724637681159424
ningbo,qwave abnormal,qwave abnormal,828,828,828,1.0
ningbo,qwave abnormal,right axis deviation,828,638,38,0.04589371980676329
ningbo,qwave abnormal,sinus bradycardia,828,12670,253,0.3055555555555556
ningbo,qwave abnormal,sinus tachycardia,828,5687,146,0.17632850241545894
ningbo,qwave abnormal,t wave abnormal,828,5167,322,0.3888888888888889
ningbo,qwave abnormal,t wave inversion,828,2720,271,0.3272946859903382
ningbo,right axis deviation,complete left bundle branch block / left bundle branch block,638,248,6,0.009404388714733543
ningbo,right axis deviation,complete right bundle branch block / right bundle branch block,638,1291,44,0.06896551724137931
ningbo,right axis deviation,1st degree av block,638,893,6,0.009404388714733543
ningbo,right axis deviation,left axis deviation,638,1163,0,0.0
ningbo,right axis deviation,nonspecific intraventricular conduction disorder,638,536,18,0.02821316614420063
ningbo,right axis deviation,sinus rhythm,638,6299,29,0.045454545454545456
ningbo,right axis deviation,premature atrial contraction / supraventricular premature beats,638,1063,21,0.032915360501567396
ningbo,right axis deviation,qwave abnormal,638,828,38,0.05956112852664577
ningbo,right axis deviation,right axis deviation,638,638,638,1.0
ningbo,right axis deviation,sinus bradycardia,638,12670,96,0.15047021943573669
ningbo,right axis deviation,sinus tachycardia,638,5687,222,0.34796238244514105
ningbo,right axis deviation,t wave abnormal,638,5167,143,0.22413793103448276
ningbo,right axis deviation,t wave inversion,638,2720,91,0.1426332288401254
ningbo,sinus bradycardia,complete left bundle branch block / left bundle branch block,12670,248,28,0.0022099447513812156
ningbo,sinus bradycardia,complete right bundle branch block / right bundle branch block,12670,1291,355,0.028018942383583267
ningbo,sinus bradycardia,1st degree av block,12670,893,595,0.04696132596685083
ningbo,sinus bradycardia,left axis deviation,12670,1163,372,0.02936069455406472
ningbo,sinus bradycardia,nonspecific intraventricular conduction disorder,12670,536,30,0.0023677979479084454
ningbo,sinus bradycardia,sinus rhythm,12670,6299,6,0.00047355958958168905
ningbo,sinus bradycardia,premature atrial contraction / supraventricular premature beats,12670,1063,357,0.0281767955801105
ningbo,sinus bradycardia,qwave abnormal,12670,828,253,0.019968429360694553
ningbo,sinus bradycardia,right axis deviation,12670,638,96,0.007576953433307025
ningbo,sinus bradycardia,sinus bradycardia,12670,12670,12670,1.0
ningbo,sinus bradycardia,sinus tachycardia,12670,5687,0,0.0
ningbo,sinus bradycardia,t wave abnormal,12670,5167,1665,0.1314127861089187
ningbo,sinus bradycardia,t wave inversion,12670,2720,789,0.062273086029992104
ningbo,sinus tachycardia,complete left bundle branch block / left bundle branch block,5687,248,44,0.007736943907156673
ningbo,sinus tachycardia,complete right bundle branch block / right bundle branch block,5687,1291,157,0.02760682257780904
ningbo,sinus tachycardia,1st degree av block,5687,893,147,0.02584842623527343
ningbo,sinus tachycardia,left axis deviation,5687,1163,177,0.031123615262880253
ningbo,sinus tachycardia,nonspecific intraventricular conduction disorder,5687,536,63,0.011077896957974327
ningbo,sinus tachycardia,sinus rhythm,5687,6299,0,0.0
ningbo,sinus tachycardia,premature atrial contraction / supraventricular premature beats,5687,1063,478,0.08405134517320204
ningbo,sinus tachycardia,qwave abnormal,5687,828,146,0.02567258660101987
ningbo,sinus tachycardia,right axis deviation,5687,638,222,0.03903639880429049
ningbo,sinus tachycardia,sinus bradycardia,5687,12670,0,0.0
ningbo,sinus tachycardia,sinus tachycardia,5687,5687,5687,1.0
ningbo,sinus tachycardia,t wave abnormal,5687,5167,843,0.14823281167575172
ningbo,sinus tachycardia,t wave inversion,5687,2720,416,0.07314928784948127
ningbo,t wave abnormal,complete left bundle branch block / left bundle branch block,5167,248,15,0.002903038513644281
ningbo,t wave abnormal,complete right bundle branch block / right bundle branch block,5167,1291,266,0.051480549641958584
ningbo,t wave abnormal,1st degree av block,5167,893,183,0.035417069866460225
ningbo,t wave abnormal,left axis deviation,5167,1163,268,0.05186762144377782
ningbo,t wave abnormal,nonspecific intraventricular conduction disorder,5167,536,138,0.026707954325527385
ningbo,t wave abnormal,sinus rhythm,5167,6299,514,0.09947745306754403
ningbo,t wave abnormal,premature atrial contraction / supraventricular premature beats,5167,1063,268,0.05186762144377782
ningbo,t wave abnormal,qwave abnormal,5167,828,322,0.062318560092897234
ningbo,t wave abnormal,right axis deviation,5167,638,143,0.02767563383007548
ningbo,t wave abnormal,sinus bradycardia,5167,12670,1665,0.3222372750145152
ningbo,t wave abnormal,sinus tachycardia,5167,5687,843,0.1631507644668086
ningbo,t wave abnormal,t wave abnormal,5167,5167,5167,1.0
ningbo,t wave abnormal,t wave inversion,5167,2720,1291,0.2498548480743178
ningbo,t wave inversion,complete left bundle branch block / left bundle branch block,2720,248,2,0.0007352941176470588
ningbo,t wave inversion,complete right bundle branch block / right bundle branch block,2720,1291,161,0.05919117647058823
ningbo,t wave inversion,1st degree av block,2720,893,117,0.04301470588235294
ningbo,t wave inversion,left axis deviation,2720,1163,134,0.04926470588235294
ningbo,t wave inversion,nonspecific intraventricular conduction disorder,2720,536,81,0.02977941176470588
ningbo,t wave inversion,sinus rhythm,2720,6299,254,0.09338235294117647
ningbo,t wave inversion,premature atrial contraction / supraventricular premature beats,2720,1063,146,0.05367647058823529
ningbo,t wave inversion,qwave abnormal,2720,828,271,0.09963235294117648
ningbo,t wave inversion,right axis deviation,2720,638,91,0.033455882352941176
ningbo,t wave inversion,sinus bradycardia,2720,12670,789,0.29007352941176473
ningbo,t wave inversion,sinus tachycardia,2720,5687,416,0.15294117647058825
ningbo,t wave inversion,t wave abnormal,2720,5167,1291,0.47463235294117645
ningbo,t wave inversion,t wave inversion,2720,2720,2720,1.0
